datetime,close
2024-05-31,1.7686
2024-05-30,1.7759
2024-05-29,1.7730
2024-05-28,1.7678
2024-05-27,1.7912
2024-05-24,1.7787
2024-05-23,1.8112
2024-05-22,1.8363
2024-05-21,1.8198
2024-05-20,1.8335
2024-05-17,1.8228
2024-05-16,1.8026
2024-05-15,1.7974
2024-05-14,1.8134
2024-05-13,1.8181
2024-05-10,1.8356
2024-05-09,1.8568
2024-05-08,1.8228
2024-05-07,1.8495
2024-05-06,1.8521
2024-04-30,1.8163
2024-04-29,1.8363
2024-04-26,1.7741
2024-04-25,1.7167
2024-04-24,1.7174
2024-04-23,1.7055
2024-04-22,1.7026
2024-04-19,1.7075
2024-04-18,1.7380
2024-04-17,1.7476
2024-04-16,1.7116
2024-04-15,1.7459
2024-04-12,1.7143
2024-04-11,1.7330
2024-04-10,1.7407
2024-04-09,1.7773
2024-04-08,1.7574
2024-04-03,1.7899
2024-04-02,1.8095
2024-04-01,1.8208
2024-03-29,1.7685
2024-03-28,1.7572
2024-03-27,1.7406
2024-03-26,1.7910
2024-03-25,1.7831
2024-03-22,1.8180
2024-03-21,1.8452
2024-03-20,1.8570
2024-03-19,1.8548
2024-03-18,1.8738
2024-03-15,1.8328
2024-03-14,1.8317
2024-03-13,1.8436
2024-03-12,1.8542
2024-03-11,1.8391
2024-03-08,1.7584
2024-03-07,1.7416
2024-03-06,1.7830
2024-03-05,1.7841
2024-03-04,1.7853
2024-03-01,1.7749
2024-02-29,1.7584
2024-02-28,1.7019
2024-02-27,1.7458
2024-02-26,1.7047
2024-02-23,1.7111
2024-02-22,1.7108
2024-02-21,1.7056
2024-02-20,1.6995
2024-02-19,1.6998
2024-02-08,1.6811
2024-02-07,1.6618
2024-02-06,1.6233
2024-02-05,1.5215
2024-02-02,1.5097
2024-02-01,1.5473
2024-01-31,1.5321
2024-01-30,1.5423
2024-01-29,1.5813
2024-01-26,1.6384
2024-01-25,1.6757
2024-01-24,1.6518
2024-01-23,1.6435
2024-01-22,1.6233
2024-01-19,1.6707
2024-01-18,1.6871
2024-01-17,1.6553
2024-01-16,1.7065
2024-01-15,1.7001
2024-01-12,1.7153
2024-01-11,1.7310
2024-01-10,1.6979
2024-01-09,1.7053
2024-01-08,1.6991
2024-01-05,1.7295
2024-01-04,1.7550
2024-01-03,1.7872
2024-01-02,1.8078
2023-12-29,1.8424
2023-12-28,1.8309
2023-12-27,1.7631
2023-12-26,1.7618
2023-12-25,1.7843
2023-12-22,1.7788
2023-12-21,1.7854
2023-12-20,1.7565
2023-12-19,1.7807
2023-12-18,1.7732
2023-12-15,1.8011
2023-12-14,1.8128
2023-12-13,1.8243
2023-12-12,1.8551
2023-12-11,1.8667
2023-12-08,1.8439
2023-12-07,1.8294
2023-12-06,1.8342
2023-12-05,1.8236
2023-12-04,1.8605
2023-12-01,1.8775
2023-11-30,1.8739
2023-11-29,1.8694
2023-11-28,1.8894
2023-11-27,1.8775
2023-11-24,1.8890
2023-11-23,1.9119
2023-11-22,1.9009
2023-11-21,1.9328
2023-11-20,1.9413
2023-11-17,1.9351
2023-11-16,1.9270
2023-11-15,1.9633
2023-11-14,1.9530
2023-11-13,1.9573
2023-11-10,1.9535
2023-11-09,1.9664
2023-11-08,1.9710
2023-11-07,1.9707
2023-11-06,1.9801
